"_id",stationSupervisedRef,chargePointSupervisedRef,plugSupervisedRef,startDate,startingMediumCode,stopDate,stopReason,stoppingMediumCode
58ff0f4fe4b0f5defa62a75e,FR*SOD*S*BELI*26*1*_*_,FR*SOD*E*BELI*26*1*3*_,FR*SOD*X*BELI*26*1*3*1,1493110578,44f1d7aaa4880,1493112713,Badge,44f1d7aaa4880
58ff0cf1e4b0f5defa629ee6,FR*SOD*S*BELI*21*1*_*_,FR*SOD*E*BELI*21*1*3*_,FR*SOD*X*BELI*21*1*3*4,1493109982,42b8d7aaa4881,1493110219,Badge,42b8d7aaa4881
58ff0c0fe4b0f5defa629c54,FR*SOD*S*BELI*9*1*_*_,FR*SOD*E*BELI*9*1*2*_,FR*SOD*X*BELI*9*1*2*1,1493109746,4fc4b821d4e80,1493150318,Badge,4fc4b821d4e80
58ff0bd7e4b0f5defa629b96,FR*SOD*S*BELI*7*1*_*_,FR*SOD*E*BELI*7*1*3*_,FR*SOD*X*BELI*7*1*3*6,1493109694,42c92d21a4e80,1493112976,Badge,42c92d21a4e80
58ff02a7e4b0f5defa62770c,FR*SOD*S*BELI*3*1*_*_,FR*SOD*E*BELI*3*1*1*_,FR*SOD*X*BELI*3*1*1*6,1493107326,47aae821d4e80,1493108880,Badge,47aae821d4e80
58ff006de4b0f5defa627047,FR*SOD*S*BELI*49*1*_*_,FR*SOD*E*BELI*49*1*3*_,FR*SOD*X*BELI*49*1*3*2,1493106751,42dd9d21a4e80,1493109945,Badge,42dd9d21a4e80
58fefbf1e4b0f5defa626145,FR*SOD*S*BELI*5*1*_*_,FR*SOD*E*BELI*5*1*3*_,FR*SOD*X*BELI*5*1*3*3,1493105579,45bb27aaa4880,1493111926,Badge,45bb27aaa4880
58fef945e4b0f5defa625959,FR*SOD*S*BELI*22*1*_*_,FR*SOD*E*BELI*22*1*3*_,FR*SOD*X*BELI*22*1*3*4,1493104944,42b8d7aaa4881,1493106001,Badge,42b8d7aaa4881
58fef5fee4b0f5defa624203,FR*SOD*S*BELI*49*1*_*_,FR*SOD*E*BELI*49*1*1*_,FR*SOD*X*BELI*49*1*1*6,1493104093,417c4d21a4e80,1493105843,Badge,417c4d21a4e80
58fef0dfe4b0f5defa6234b9,FR*SOD*S*BELI*11*1*_*_,FR*SOD*E*BELI*11*1*1*_,FR*SOD*X*BELI*11*1*1*6,1493102753,4a5c4d21a4e80,1493118234,Badge,4a5c4d21a4e80
